,Jeux,Discipline,Épreuve,Phase,Genre,Lieu,Session,latitude,longitude,ville,capacité,Enjeu,Catégorie_First,Catégorie_A,Catégorie_B,Catégorie_C,Catégorie_D,Catégorie_E+,Catégorie_E,Catégorie_First_PFR,Catégorie_A_PFR,Catégorie_B_PFR,Date_Début,Heure_Début,Date_Fin,Heure_Fin
1358,Olympiques,Natation,1 500 m nage libre,séries,Hommes,Paris La Défense Arena,SWM15,48.89566,2.2297100000000003,Nanterre (92),17000.0,Qualifications,,230.0,155.0,85.0,24.0,,,,,,03-08-2024,11:00,03-08-2024,13:00
1359,Olympiques,Natation,Relais 4x100 m quatre nages,séries,Hommes,Paris La Défense Arena,SWM15,48.89566,2.2297100000000003,Nanterre (92),17000.0,Qualifications,,230.0,155.0,85.0,24.0,,,,,,03-08-2024,11:00,03-08-2024,13:00
1360,Olympiques,Natation,Relais 4x100 m quatre nages,séries,Femmes,Paris La Défense Arena,SWM15,48.89566,2.2297100000000003,Nanterre (92),17000.0,Qualifications,,230.0,155.0,85.0,24.0,,,,,,03-08-2024,11:00,03-08-2024,13:00
1361,Olympiques,Natation,100 m papillon,finale,Hommes,Paris La Défense Arena,SWM16,48.89566,2.2297100000000003,Nanterre (92),17000.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,03-08-2024,20:30,03-08-2024,22:30
1362,Olympiques,Natation,50 m nage libre,demi-finales,Femmes,Paris La Défense Arena,SWM16,48.89566,2.2297100000000003,Nanterre (92),17000.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,03-08-2024,20:30,03-08-2024,22:30
1363,Olympiques,Natation,200 m quatre nages individuel,finale,Femmes,Paris La Défense Arena,SWM16,48.89566,2.2297100000000003,Nanterre (92),17000.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,03-08-2024,20:30,03-08-2024,22:30
1364,Olympiques,Natation,800 m nage libre,finale,Femmes,Paris La Défense Arena,SWM16,48.89566,2.2297100000000003,Nanterre (92),17000.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,03-08-2024,20:30,03-08-2024,22:30
1365,Olympiques,Natation,Relais 4x100 m quatre nages  mixte,finale,Mixte,Paris La Défense Arena,SWM16,48.89566,2.2297100000000003,Nanterre (92),17000.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,03-08-2024,20:30,03-08-2024,22:30
1366,Olympiques,Natation,50 m nage libre,finale,Femmes,Paris La Défense Arena,SWM17,48.89566,2.2297100000000003,Nanterre (92),17000.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,04-08-2024,18:30,04-08-2024,20:30
1367,Olympiques,Natation,1 500 m nage libre,finale,Hommes,Paris La Défense Arena,SWM17,48.89566,2.2297100000000003,Nanterre (92),17000.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,04-08-2024,18:30,04-08-2024,20:30
1368,Olympiques,Natation,Relais 4x100 m quatre nages,finale,Hommes,Paris La Défense Arena,SWM17,48.89566,2.2297100000000003,Nanterre (92),17000.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,04-08-2024,18:30,04-08-2024,20:30
1369,Olympiques,Natation,Relais 4x100 m quatre nages,finale,Femmes,Paris La Défense Arena,SWM17,48.89566,2.2297100000000003,Nanterre (92),17000.0,Médailles,,690.0,385.0,195.0,85.0,,,,,,04-08-2024,18:30,04-08-2024,20:30
1370,Olympiques,Natation artistique,Épreuve d'équipe,programme technique,Mixte,Centre aquatique,SWA01,48.923457,2.355527,Saint-Denis (93),5000.0,Qualifications,,190.0,135.0,80.0,24.0,,,,,,05-08-2024,19:30,05-08-2024,21:00
1371,Olympiques,Natation artistique,Épreuve d'équipe,programme libre,Mixte,Centre aquatique,SWA02,48.923457,2.355527,Saint-Denis (93),5000.0,Qualifications,,190.0,135.0,80.0,24.0,,,,,,06-08-2024,19:30,06-08-2024,21:00
1372,Olympiques,Natation artistique,Épreuve d'équipe,programme acrobatique,Mixte,Centre aquatique,SWA03,48.923457,2.355527,Saint-Denis (93),5000.0,Médailles,,330.0,235.0,155.0,85.0,,,,,,07-08-2024,19:30,07-08-2024,21:15
1373,Olympiques,Natation artistique,Épreuve de duo,programme technique,Mixte,Centre aquatique,SWA04,48.923457,2.355527,Saint-Denis (93),5000.0,Qualifications,,190.0,135.0,80.0,24.0,,,,,,09-08-2024,19:30,09-08-2024,21:30
1374,Olympiques,Natation artistique,Épreuve de duo,programme libre,Mixte,Centre aquatique,SWA05,48.923457,2.355527,Saint-Denis (93),5000.0,Médailles,,330.0,235.0,155.0,85.0,,,,,,10-08-2024,19:30,10-08-2024,22:00
1375,Olympiques,Natation marathon,10 km,Médailles de 10 km,Femmes,Pont Alexandre-III,OWS01,48.8639833105464,2.313578721233772,Paris (75),1000.0,Médailles,,40.0,24.0,,,,,,,,08-08-2024,07:30,08-08-2024,10:30
1376,Olympiques,Natation marathon,10 km,Médailles de 10 km,Hommes,Pont Alexandre-III,OWS02,48.8639833105464,2.313578721233772,Paris (75),1000.0,Médailles,,40.0,24.0,,,,,,,,09-08-2024,07:30,09-08-2024,10:30
1377,Olympiques,Pentathlon moderne,Épreuve d'escrime,tour de classement,Hommes,Arena Paris Nord,MPN01,48.97109984208225,2.52075889419615,Villepinte (93),6000.0,Qualifications,,24.0,,,,,,,,,08-08-2024,11:00,08-08-2024,17:30
1378,Olympiques,Pentathlon moderne,Épreuve d'escrime,tour de classement,Femmes,Arena Paris Nord,MPN01,48.97109984208225,2.52075889419615,Villepinte (93),6000.0,Qualifications,,24.0,,,,,,,,,08-08-2024,11:00,08-08-2024,17:30
1379,Olympiques,Pentathlon moderne,Pentathlon moderne,demi-finales,Hommes,Château de Versailles,MPN02,48.815115000000006,2.08208,Versailles (78),15000.0,Qualifications,,90.0,65.0,40.0,24.0,,,,,,09-08-2024,13:00,09-08-2024,19:00
1380,Olympiques,Pentathlon moderne,Pentathlon moderne,demi-finales,Femmes,Château de Versailles,MPN03,48.815115000000006,2.08208,Versailles (78),15000.0,Qualifications,,90.0,65.0,40.0,24.0,,,,,,10-08-2024,09:30,10-08-2024,15:30
1381,Olympiques,Pentathlon moderne,Pentathlon moderne,finale,Hommes,Château de Versailles,MPN04,48.815115000000006,2.08208,Versailles (78),15000.0,Médailles,,180.0,135.0,85.0,50.0,,,,,,10-08-2024,17:30,10-08-2024,20:00
1382,Olympiques,Pentathlon moderne,Pentathlon moderne,finale,Femmes,Château de Versailles,MPN05,48.815115000000006,2.08208,Versailles (78),15000.0,Médailles,,180.0,135.0,85.0,50.0,,,,,,11-08-2024,11:00,11-08-2024,13:30
1383,Olympiques,Plongeon,Tremplin 3 m synchronisé,Médailles de Tremplin 3 m synchronisé,Femmes,Centre aquatique,DIV01,48.923457,2.355527,Saint-Denis (93),5000.0,Médailles,,330.0,235.0,155.0,85.0,,,,,,27-07-2024,11:00,27-07-2024,12:00
1384,Olympiques,Plongeon,Hautvol 10 m synchronisé,Médailles de Hautvol 10 m synchronisé,Hommes,Centre aquatique,DIV02,48.923457,2.355527,Saint-Denis (93),5000.0,Médailles,,420.0,305.0,205.0,100.0,,,,,,29-07-2024,11:00,29-07-2024,12:00
1385,Olympiques,Plongeon,Hautvol 10 m synchronisé,Médailles de Hautvol 10 m synchronisé,Femmes,Centre aquatique,DIV03,48.923457,2.355527,Saint-Denis (93),5000.0,Médailles,,420.0,305.0,205.0,100.0,,,,,,31-07-2024,11:00,31-07-2024,12:00
1386,Olympiques,Plongeon,Tremplin 3 m synchronisé,Médailles de Tremplin 3 m synchronisé,Hommes,Centre aquatique,DIV04,48.923457,2.355527,Saint-Denis (93),5000.0,Médailles,,330.0,235.0,155.0,85.0,,,,,,02-08-2024,11:00,02-08-2024,12:00
1387,Olympiques,Plongeon,Hautvol 10 m,éliminatoires,Femmes,Centre aquatique,DIV05,48.923457,2.355527,Saint-Denis (93),5000.0,Qualifications,,190.0,135.0,80.0,24.0,,,,,,05-08-2024,10:00,05-08-2024,12:10
1388,Olympiques,Plongeon,Hautvol 10 m,demi-finale,Femmes,Centre aquatique,DIV06,48.923457,2.355527,Saint-Denis (93),5000.0,Qualifications,,260.0,185.0,135.0,80.0,,,,,,05-08-2024,15:00,05-08-2024,17:00
1389,Olympiques,Plongeon,Tremplin 3 m,éliminatoires,Hommes,Centre aquatique,DIV07,48.923457,2.355527,Saint-Denis (93),5000.0,Qualifications,,190.0,135.0,80.0,24.0,,,,,,06-08-2024,10:00,06-08-2024,12:00
1390,Olympiques,Plongeon,Hautvol 10 m,finale,Femmes,Centre aquatique,DIV08,48.923457,2.355527,Saint-Denis (93),5000.0,Médailles,,420.0,305.0,205.0,100.0,,,,,,06-08-2024,15:00,06-08-2024,17:00
1391,Olympiques,Plongeon,Tremplin 3 m,demi-finale,Hommes,Centre aquatique,DIV09,48.923457,2.355527,Saint-Denis (93),5000.0,Qualifications,,260.0,185.0,135.0,80.0,,,,,,07-08-2024,10:00,07-08-2024,12:00
1392,Olympiques,Plongeon,Tremplin 3 m,éliminatoires,Femmes,Centre aquatique,DIV10,48.923457,2.355527,Saint-Denis (93),5000.0,Qualifications,,190.0,135.0,80.0,24.0,,,,,,07-08-2024,15:00,07-08-2024,17:00
1393,Olympiques,Plongeon,Tremplin 3 m,demi-finale,Femmes,Centre aquatique,DIV11,48.923457,2.355527,Saint-Denis (93),5000.0,Qualifications,,260.0,185.0,135.0,80.0,,,,,,08-08-2024,10:00,08-08-2024,12:00
1394,Olympiques,Plongeon,Tremplin 3 m,finale,Hommes,Centre aquatique,DIV12,48.923457,2.355527,Saint-Denis (93),5000.0,Médailles,,330.0,235.0,155.0,85.0,,,,,,08-08-2024,15:00,08-08-2024,17:00
1395,Olympiques,Plongeon,Hautvol 10 m,éliminatoires,Hommes,Centre aquatique,DIV13,48.923457,2.355527,Saint-Denis (93),5000.0,Qualifications,,190.0,135.0,80.0,24.0,,,,,,09-08-2024,10:00,09-08-2024,12:00
1396,Olympiques,Plongeon,Tremplin 3 m,finale,Femmes,Centre aquatique,DIV14,48.923457,2.355527,Saint-Denis (93),5000.0,Médailles,,330.0,235.0,155.0,85.0,,,,,,09-08-2024,15:00,09-08-2024,17:00
1397,Olympiques,Plongeon,Hautvol 10 m,demi-finale,Hommes,Centre aquatique,DIV15,48.923457,2.355527,Saint-Denis (93),5000.0,Qualifications,,260.0,185.0,135.0,80.0,,,,,,10-08-2024,10:00,10-08-2024,12:00
1398,Olympiques,Plongeon,Hautvol 10 m,finale,Hommes,Centre aquatique,DIV16,48.923457,2.355527,Saint-Denis (93),5000.0,Médailles,,420.0,305.0,205.0,100.0,,,,,,10-08-2024,15:00,10-08-2024,17:00
1399,Olympiques,Rugby,Rugby,poules (12 matchs),Hommes,Stade de France,RU701,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,120.0,100.0,70.0,45.0,24.0,,,,,,24-07-2024,15:30,24-07-2024,22:00
1400,Olympiques,Rugby,Rugby,poules (6 matchs),Hommes,Stade de France,RU702,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,110.0,90.0,65.0,40.0,24.0,,,,,,25-07-2024,14:00,25-07-2024,17:00
1401,Olympiques,Rugby,Rugby,placement 9-12 (2 matchs),Hommes,Stade de France,RU703,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,145.0,120.0,80.0,50.0,30.0,,,,,,25-07-2024,20:00,25-07-2024,23:00
1402,Olympiques,Rugby,Rugby,quarts de finale (4 matchs),Hommes,Stade de France,RU703,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,145.0,120.0,80.0,50.0,30.0,,,,,,25-07-2024,20:00,25-07-2024,23:00
1403,Olympiques,Rugby,Rugby,placement 5-8 (2 matchs),Hommes,Stade de France,RU704,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,200.0,190.0,145.0,95.0,50.0,,,,,,27-07-2024,14:30,27-07-2024,20:45
1404,Olympiques,Rugby,Rugby,demi-finales (2 matchs),Hommes,Stade de France,RU704,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,200.0,190.0,145.0,95.0,50.0,,,,,,27-07-2024,14:30,27-07-2024,20:45
1405,Olympiques,Rugby,Rugby,placement 11-12,Hommes,Stade de France,RU704,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,200.0,190.0,145.0,95.0,50.0,,,,,,27-07-2024,14:30,27-07-2024,20:45
1406,Olympiques,Rugby,Rugby,placement 9-10,Hommes,Stade de France,RU704,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,200.0,190.0,145.0,95.0,50.0,,,,,,27-07-2024,14:30,27-07-2024,20:45
1407,Olympiques,Rugby,Rugby,placement 7-8,Hommes,Stade de France,RU704,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,200.0,190.0,145.0,95.0,50.0,,,,,,27-07-2024,14:30,27-07-2024,20:45
1408,Olympiques,Rugby,Rugby,placement 5-6,Hommes,Stade de France,RU704,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,200.0,190.0,145.0,95.0,50.0,,,,,,27-07-2024,14:30,27-07-2024,20:45
1409,Olympiques,Rugby,Rugby,match pour la médaille de bronze,Hommes,Stade de France,RU704,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,200.0,190.0,145.0,95.0,50.0,,,,,,27-07-2024,14:30,27-07-2024,20:45
1410,Olympiques,Rugby,Rugby,match pour la médaille d'or,Hommes,Stade de France,RU704,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,200.0,190.0,145.0,95.0,50.0,,,,,,27-07-2024,14:30,27-07-2024,20:45
1411,Olympiques,Rugby,Rugby,poules (12 matchs),Femmes,Stade de France,RU705,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,100.0,80.0,50.0,35.0,24.0,,,,,,28-07-2024,15:30,28-07-2024,22:00
1412,Olympiques,Rugby,Rugby,poules (6 matchs),Femmes,Stade de France,RU706,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,100.0,80.0,50.0,35.0,24.0,,,,,,29-07-2024,14:00,29-07-2024,17:00
1413,Olympiques,Rugby,Rugby,placement 9-12 (2 matchs),Femmes,Stade de France,RU707,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,120.0,100.0,70.0,45.0,24.0,,,,,,29-07-2024,20:00,29-07-2024,23:00
1414,Olympiques,Rugby,Rugby,quarts de finale (4 matchs),Femmes,Stade de France,RU707,48.924388,2.359871,Saint-Denis (93),77083.0,Qualifications,120.0,100.0,70.0,45.0,24.0,,,,,,29-07-2024,20:00,29-07-2024,23:00
1415,Olympiques,Rugby,Rugby,placement 5-8 (2 matchs),Femmes,Stade de France,RU708,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,170.0,150.0,115.0,80.0,50.0,,,,,,30-07-2024,14:30,30-07-2024,20:45
1416,Olympiques,Rugby,Rugby,demi-finales (2 matchs),Femmes,Stade de France,RU708,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,170.0,150.0,115.0,80.0,50.0,,,,,,30-07-2024,14:30,30-07-2024,20:45
1417,Olympiques,Rugby,Rugby,placement 11-12,Femmes,Stade de France,RU708,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,170.0,150.0,115.0,80.0,50.0,,,,,,30-07-2024,14:30,30-07-2024,20:45
1418,Olympiques,Rugby,Rugby,placement 9-10,Femmes,Stade de France,RU708,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,170.0,150.0,115.0,80.0,50.0,,,,,,30-07-2024,14:30,30-07-2024,20:45
1419,Olympiques,Rugby,Rugby,placement 7-8,Femmes,Stade de France,RU708,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,170.0,150.0,115.0,80.0,50.0,,,,,,30-07-2024,14:30,30-07-2024,20:45
1420,Olympiques,Rugby,Rugby,placement 5-6,Femmes,Stade de France,RU708,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,170.0,150.0,115.0,80.0,50.0,,,,,,30-07-2024,14:30,30-07-2024,20:45
1421,Olympiques,Rugby,Rugby,médaille de bronze,Femmes,Stade de France,RU708,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,170.0,150.0,115.0,80.0,50.0,,,,,,30-07-2024,14:30,30-07-2024,20:45
1422,Olympiques,Rugby,Rugby,médaille d'or,Femmes,Stade de France,RU708,48.924388,2.359871,Saint-Denis (93),77083.0,Médailles,170.0,150.0,115.0,80.0,50.0,,,,,,30-07-2024,14:30,30-07-2024,20:45
1423,Olympiques,Skateboard,Street,préliminaires,Hommes,Concorde,SKB01,48.865589,2.3212049999999995,Paris (75),37000.0,Qualifications,,120.0,90.0,50.0,24.0,,,,,,27-07-2024,12:00,27-07-2024,15:30
1424,Olympiques,Skateboard,Street,finale,Hommes,Concorde,SKB02,48.865589,2.3212049999999995,Paris (75),37000.0,Médailles,,160.0,120.0,80.0,50.0,,,,,,27-07-2024,17:00,27-07-2024,19:00
1425,Olympiques,Skateboard,Street,préliminaires,Femmes,Concorde,SKB03,48.865589,2.3212049999999995,Paris (75),37000.0,Qualifications,,120.0,90.0,50.0,24.0,,,,,,28-07-2024,12:00,28-07-2024,15:30
1426,Olympiques,Skateboard,Street,finale,Femmes,Concorde,SKB04,48.865589,2.3212049999999995,Paris (75),37000.0,Médailles,,160.0,120.0,80.0,50.0,,,,,,28-07-2024,17:00,28-07-2024,19:00
1427,Olympiques,Skateboard,Park,préliminaires,Femmes,Concorde,SKB05,48.865589,2.3212049999999995,Paris (75),37000.0,Qualifications,,120.0,90.0,50.0,24.0,,,,,,06-08-2024,12:30,06-08-2024,16:00
1428,Olympiques,Skateboard,Park,finale,Femmes,Concorde,SKB06,48.865589,2.3212049999999995,Paris (75),37000.0,Médailles,,160.0,120.0,80.0,50.0,,,,,,06-08-2024,17:30,06-08-2024,19:00
1429,Olympiques,Skateboard,Park,préliminaires,Hommes,Concorde,SKB07,48.865589,2.3212049999999995,Paris (75),37000.0,Qualifications,,120.0,90.0,50.0,24.0,,,,,,07-08-2024,12:30,07-08-2024,16:00
1430,Olympiques,Skateboard,Park,finale,Hommes,Concorde,SKB08,48.865589,2.3212049999999995,Paris (75),37000.0,Médailles,,160.0,120.0,80.0,50.0,,,,,,07-08-2024,17:30,07-08-2024,19:00
1431,Olympiques,Sports équestres,Concours complet,dressage,Mixte,Château de Versailles,EQU01,48.815115000000006,2.08208,Versailles (78),15000.0,Qualifications,,,,,,,,,,,27-07-2024,09:30,27-07-2024,18:30
1432,Olympiques,Sports équestres,Concours complet,cross-country,Mixte,Château de Versailles,EQU02,48.815115000000006,2.08208,Versailles (78),15000.0,Qualifications,,,,,,,,,,,28-07-2024,10:30,28-07-2024,15:00
1433,Olympiques,Sports équestres,Concours complet,saut d'obstacles Finale individuel et par équipe,Mixte,Château de Versailles,EQU03,48.815115000000006,2.08208,Versailles (78),15000.0,Médailles,,,,,,,,,,,29-07-2024,11:00,29-07-2024,16:30
1434,Olympiques,Sports équestres,Dressage,Grand Prix équipe et individuel 1er jour,Mixte,Château de Versailles,EQU04,48.815115000000006,2.08208,Versailles (78),15000.0,Qualifications,,,,,,,,,,,30-07-2024,11:00,30-07-2024,16:30
1435,Olympiques,Sports équestres,Dressage,Grand Prix équipe et individuel 2e jour,Mixte,Château de Versailles,EQU05,48.815115000000006,2.08208,Versailles (78),15000.0,Qualifications,,,,,,,,,,,31-07-2024,10:00,31-07-2024,15:30
1436,Olympiques,Sports équestres,Jumping,Qualification par équipe,Mixte,Château de Versailles,EQU06,48.815115000000006,2.08208,Versailles (78),15000.0,Qualifications,,,,,,,,,,,01-08-2024,11:00,01-08-2024,14:00
1437,Olympiques,Sports équestres,Jumping,Finale par équipe,Mixte,Château de Versailles,EQU07,48.815115000000006,2.08208,Versailles (78),15000.0,Médailles,,,,,,,,,,,02-08-2024,14:00,02-08-2024,16:30
1438,Olympiques,Sports équestres,Dressage,Finale Grand Prix Special par équipe,Mixte,Château de Versailles,EQU08,48.815115000000006,2.08208,Versailles (78),15000.0,Médailles,,,,,,,,,,,03-08-2024,10:00,03-08-2024,16:30
1439,Olympiques,Sports équestres,Dressage  Finale  Individuel,Grand Prix Freestyle,Mixte,Château de Versailles,EQU09,48.815115000000006,2.08208,Versailles (78),15000.0,Qualifications,,,,,,,,,,,04-08-2024,10:00,04-08-2024,14:00
1440,Olympiques,Sports équestres,Jumping,Qualifications Individuel,Mixte,Château de Versailles,EQU10,48.815115000000006,2.08208,Versailles (78),15000.0,Qualifications,,,,,,,,,,,05-08-2024,14:00,05-08-2024,18:00
1441,Olympiques,Sports équestres,Jumping,Finale Individuel,Mixte,Château de Versailles,EQU11,48.815115000000006,2.08208,Versailles (78),15000.0,Médailles,,,,,,,,,,,06-08-2024,10:00,06-08-2024,12:30
1442,Olympiques,Surf,Surf,1er tour (8 séries),Hommes,Teahupoo,SRF01,-17.843203943950556,-149.21607680428895,Tahiti (987),600.0,Qualifications,,,,,,,,,,,27-07-2024,07:00,27-07-2024,16:30
1443,Olympiques,Surf,Surf,1er tour (8 séries),Femmes,Teahupoo,SRF01,-17.843203943950556,-149.21607680428895,Tahiti (987),600.0,Qualifications,,,,,,,,,,,27-07-2024,07:00,27-07-2024,16:30
1444,Olympiques,Surf,Surf,2e tour (8 séries),Femmes,Teahupoo,SRF02,-17.843203943950556,-149.21607680428895,Tahiti (987),600.0,Qualifications,,,,,,,,,,,28-07-2024,07:00,28-07-2024,16:30
1445,Olympiques,Surf,Surf,2e tour (8 séries),Hommes,Teahupoo,SRF02,-17.843203943950556,-149.21607680428895,Tahiti (987),600.0,Qualifications,,,,,,,,,,,28-07-2024,07:00,28-07-2024,16:30
1446,Olympiques,Surf,Surf,3e tour (8 séries),Hommes,Teahupoo,SRF03,-17.843203943950556,-149.21607680428895,Tahiti (987),600.0,Qualifications,,,,,,,,,,,29-07-2024,07:00,29-07-2024,16:30
1447,Olympiques,Surf,Surf,3e tour (8 séries),Femmes,Teahupoo,SRF03,-17.843203943950556,-149.21607680428895,Tahiti (987),600.0,Qualifications,,,,,,,,,,,29-07-2024,07:00,29-07-2024,16:30
1448,Olympiques,Surf,Surf,quarts de finale,Hommes,Teahupoo,SRF04,-17.843203943950556,-149.21607680428895,Tahiti (987),600.0,Qualifications,,,,,,,,,,,30-07-2024,07:00,30-07-2024,16:50
1449,Olympiques,Surf,Surf,quarts de finale,Femmes,Teahupoo,SRF04,-17.843203943950556,-149.21607680428895,Tahiti (987),600.0,Qualifications,,,,,,,,,,,30-07-2024,07:00,30-07-2024,16:50
1450,Olympiques,Surf,Surf,demi-finales,Hommes,Teahupoo,SRF04,-17.843203943950556,-149.21607680428895,Tahiti (987),600.0,Médailles,,,,,,,,,,,30-07-2024,07:00,30-07-2024,16:50
1451,Olympiques,Surf,Surf,demi-finales,Femmes,Teahupoo,SRF04,-17.843203943950556,-149.21607680428895,Tahiti (987),600.0,Médailles,,,,,,,,,,,30-07-2024,07:00,30-07-2024,16:50
1452,Olympiques,Surf,Surf,match pour la médaille de bronze,Hommes,Teahupoo,SRF04,-17.843203943950556,-149.21607680428895,Tahiti (987),600.0,Qualifications,,,,,,,,,,,30-07-2024,07:00,30-07-2024,16:50
1453,Olympiques,Surf,Surf,match pour la médaille de bronze,Femmes,Teahupoo,SRF04,-17.843203943950556,-149.21607680428895,Tahiti (987),600.0,Qualifications,,,,,,,,,,,30-07-2024,07:00,30-07-2024,16:50
1454,Olympiques,Surf,Surf,match pour la médaille d'or,Hommes,Teahupoo,SRF04,-17.843203943950556,-149.21607680428895,Tahiti (987),600.0,Qualifications,,,,,,,,,,,30-07-2024,07:00,30-07-2024,16:50
1455,Olympiques,Surf,Surf,match pour la médaille d'or,Femmes,Teahupoo,SRF04,-17.843203943950556,-149.21607680428895,Tahiti (987),600.0,Qualifications,,,,,,,,,,,30-07-2024,07:00,30-07-2024,16:50
1456,Olympiques,Taekwondo,49kg  /58kg,combats de qualification,Femmes,Grand Palais,TKW01,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,100.0,70.0,45.0,24.0,,,,,,07-08-2024,09:00,07-08-2024,12:30
1457,Olympiques,Taekwondo,49kg  /58kg,quarts de finale/demi-finales,Femmes,Grand Palais,TKW02,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,130.0,95.0,65.0,45.0,,,,,,07-08-2024,14:30,07-08-2024,17:30
1458,Olympiques,Taekwondo,49kg  /58kg,repêchages,Femmes,Grand Palais,TKW03,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,190.0,145.0,95.0,50.0,,,,,,07-08-2024,19:30,07-08-2024,23:00
1459,Olympiques,Taekwondo,49kg  /58kg,médailles de bronze,Femmes,Grand Palais,TKW03,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,190.0,145.0,95.0,50.0,,,,,,07-08-2024,19:30,07-08-2024,23:00
1460,Olympiques,Taekwondo,49kg,médaille d'or,Femmes,Grand Palais,TKW03,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,190.0,145.0,95.0,50.0,,,,,,07-08-2024,19:30,07-08-2024,23:00
1461,Olympiques,Taekwondo,58kg,médaille d'or,Hommes,Grand Palais,TKW03,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,190.0,145.0,95.0,50.0,,,,,,07-08-2024,19:30,07-08-2024,23:00
1462,Olympiques,Taekwondo,68kg   /  57kg,combats de qualification,Femmes,Grand Palais,TKW04,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,100.0,70.0,45.0,24.0,,,,,,08-08-2024,09:00,08-08-2024,12:30
1463,Olympiques,Taekwondo,68kg   /  57kg,quarts de finale/demi-finales,Femmes,Grand Palais,TKW05,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,130.0,95.0,65.0,45.0,,,,,,08-08-2024,14:30,08-08-2024,17:30
1464,Olympiques,Taekwondo,68kg   / 57kg,repêchages,Femmes,Grand Palais,TKW06,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,190.0,145.0,95.0,50.0,,,,,,08-08-2024,19:30,08-08-2024,23:00
1465,Olympiques,Taekwondo,68kg   / 57kg,médailles de bronze,Femmes,Grand Palais,TKW06,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,190.0,145.0,95.0,50.0,,,,,,08-08-2024,19:30,08-08-2024,23:00
1466,Olympiques,Taekwondo,68kg,médaille d'or,Hommes,Grand Palais,TKW06,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,190.0,145.0,95.0,50.0,,,,,,08-08-2024,19:30,08-08-2024,23:00
1467,Olympiques,Taekwondo,57kg,médaille d'or,Femmes,Grand Palais,TKW06,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,190.0,145.0,95.0,50.0,,,,,,08-08-2024,19:30,08-08-2024,23:00
1468,Olympiques,Taekwondo,67kg   / 80kg,combats de qualification,Femmes,Grand Palais,TKW07,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,100.0,70.0,45.0,24.0,,,,,,09-08-2024,09:00,09-08-2024,12:30
1469,Olympiques,Taekwondo,67kg   / 80kg,quarts de finale/demi-finales,Femmes,Grand Palais,TKW08,48.866041,2.3124059999999997,Paris (75),7250.0,Qualifications,,130.0,95.0,65.0,45.0,,,,,,09-08-2024,14:30,09-08-2024,17:30
1470,Olympiques,Taekwondo,67kg   / 80kg,repêchages,Femmes,Grand Palais,TKW09,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,190.0,145.0,95.0,50.0,,,,,,09-08-2024,19:30,09-08-2024,23:00
1471,Olympiques,Taekwondo,67kg   / 80kg,médailles de bronze,Femmes,Grand Palais,TKW09,48.866041,2.3124059999999997,Paris (75),7250.0,Médailles,,190.0,145.0,95.0,50.0,,,,,,09-08-2024,19:30,09-08-2024,23:00
